,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2578,flat,pyramid urban,sector 67a,0.55,10516.0,2.0,2.0,2,3.0,Relatively New,581.11,0.0,0.0,0.0,0.0,0.0,0.0,73.0,"28.3960° N, 77.0372° E",28.396,77.0372
2579,flat,shree vardhman flora,sector 90,0.7,5323.0,2.0,2.0,3,9.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2580,flat,vipul lavanya,sector 81,1.0,8000.0,2.0,2.0,2,7.0,Relatively New,1131.22,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2581,flat,sunischit apartments,sector 54,1.75,7955.0,3.0,4.0,3+,5.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,83.0,"28.4348° N, 77.1089° E",28.4348,77.1089
2582,flat,indiabulls centrum park,sector 103,1.01,8080.0,2.0,2.0,3,5.0,Relatively New,2676.67,0.0,0.0,1.0,0.0,0.0,1.0,165.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2583,house,international city by sobha phase 2,sector 109,9.5,26389.0,5.0,5.0,3+,2.0,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,0.0,133.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2584,house,independent,sector 28,9.0,27778.0,6.0,7.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,67.0,"28.4728° N, 77.0865° E",28.4728,77.0865
2585,house,vatika signature villas,sector 82,3.2,14350.0,3.0,4.0,3,1.0,New Property,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,66.0,"28.3935° N, 76.9600° E",28.3935,76.96
2586,flat,paras dews,sector 106,0.97,8818.0,2.0,2.0,3,6.0,New Property,1200.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2587,house,vipul tatvam villa,sector 48,7.35,22812.0,4.0,5.0,2,2.0,Moderately Old,3222.0,1.0,1.0,1.0,1.0,0.0,1.0,144.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2588,flat,sare crescent parc,sector 92,0.82,5384.0,3.0,3.0,3+,12.0,Relatively New,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2589,house,independent,sector 8,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
2590,flat,dlf new town heights,sector 86,1.4,5942.0,4.0,4.0,3+,20.0,Relatively New,2132.13,0.0,1.0,0.0,1.0,0.0,0.0,65.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2591,flat,tulip ivory,sector 70,2.35,9792.0,4.0,4.0,3+,8.0,Moderately Old,2666.67,0.0,1.0,0.0,0.0,0.0,0.0,108.0,"28.3968° N, 77.0233° E",28.3968,77.0233
2592,flat,central park flower valley,sector 33,3.3,13750.0,3.0,3.0,3,2.0,Under Construction,2666.67,1.0,1.0,1.0,1.0,0.0,0.0,61.0,"28.4420° N, 77.0207° E",28.442,77.0207
2593,flat,smart world orchard,sector 61,2.0,12912.0,3.0,3.0,2,3.0,New Property,1721.11,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"28.4050° N, 77.0963° E",28.405,77.0963
2594,flat,dlf the primus,sector 82a,2.7,10481.0,4.0,4.0,3+,18.0,Moderately Old,3782.33,0.0,1.0,0.0,0.0,0.0,0.0,38.0,"28.3858° N, 76.9686° E",28.3858,76.9686
2595,house,vatika signature villas,sector 82,5.0,15432.0,4.0,4.0,3+,3.0,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,24.0,"28.3935° N, 76.9600° E",28.3935,76.96
2596,house,independent,sector 4,0.65,10317.0,1.0,1.0,1,1.0,Moderately Old,70.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2597,flat,tata primanti,sector 72,3.4,15561.0,3.0,4.0,3+,9.0,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,"28.4225° N, 77.0211° E",28.4225,77.0211
2598,flat,puri diplomatic greens,sector 111,3.9,13000.0,4.0,5.0,3+,6.0,Relatively New,5992.71,0.0,1.0,0.0,0.0,0.0,2.0,160.0,"28.5238° N, 77.0320° E",28.5238,77.032
2599,flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2.0,2.0,2,5.0,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,"28.3925° N, 77.0541° E",28.3925,77.0541
2600,flat,dlf the skycourt,sector 86,1.6,8294.0,3.0,3.0,1,14.0,Relatively New,1745.7,0.0,0.0,0.0,1.0,0.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2601,flat,sare petioles,sector 92,1.25,6098.0,3.0,3.0,3,18.0,Under Construction,2277.78,0.0,1.0,0.0,0.0,0.0,0.0,44.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2602,flat,imperia the esfera,sector 37,1.1,5405.0,3.0,4.0,3,9.0,Relatively New,3797.18,1.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2603,flat,vatika city homes,sector 83,1.0,5747.0,3.0,3.0,2,2.0,Relatively New,1574.66,0.0,0.0,1.0,0.0,0.0,1.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2604,flat,godrej,sector 79,1.93,8532.0,3.0,4.0,3+,5.0,Relatively New,2047.06,0.0,1.0,0.0,0.0,0.0,0.0,158.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2605,flat,ss the leaf,sector 85,1.05,6162.0,2.0,2.0,3+,7.0,Relatively New,1512.22,0.0,0.0,1.0,0.0,0.0,0.0,144.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2606,flat,supertech hues,sector 68,0.82,6949.0,2.0,2.0,3+,21.0,Under Construction,1067.87,0.0,0.0,0.0,0.0,1.0,0.0,72.0,"28.3853° N, 77.0484° E",28.3853,77.0484
2607,flat,orris carnation residency,sector 85,0.55,5789.0,2.0,2.0,2,5.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2608,house,satya the hermitage,sector 103,3.15,6702.0,4.0,5.0,0,12.0,Relatively New,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2609,flat,emaar gurgaon greens,sector 102,1.6,9697.0,3.0,3.0,3,8.0,Relatively New,2629.41,0.0,0.0,0.0,0.0,0.0,0.0,46.0,"28.4750° N, 76.9715° E",28.475,76.9715
2610,flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,3.0,3+,10.0,Moderately Old,1887.78,0.0,1.0,0.0,0.0,0.0,1.0,120.0,"28.4276° N, 77.0492° E",28.4276,77.0492
2611,flat,shree vardhman flora,sector 90,1.3,5253.0,4.0,5.0,2,9.0,Relatively New,4267.6,1.0,1.0,0.0,0.0,0.0,0.0,110.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2612,house,godrej meridien,sector 106,5.6,14000.0,5.0,4.0,3+,33.0,New Property,4000.0,1.0,1.0,1.0,1.0,0.0,0.0,151.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2613,flat,bestech park view city,sector 48,1.8,10251.0,3.0,4.0,3,3.0,Moderately Old,1951.11,1.0,0.0,0.0,0.0,0.0,1.0,76.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2614,flat,sbtl caladium,sector 109,1.68,6601.0,3.0,3.0,3+,7.0,Moderately Old,2303.17,0.0,1.0,0.0,0.0,0.0,0.0,134.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2615,house,ss aaron ville,sector 49,6.75,15000.0,5.0,4.0,2,2.0,New Property,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
2616,flat,corona gracieux,sector 76,1.46,5499.0,4.0,6.0,3+,8.0,New Property,2398.19,0.0,1.0,0.0,0.0,0.0,0.0,58.0,"28.3935° N, 76.9888° E",28.3935,76.9888
2617,flat,umang monsoon breeze,sector 78,1.2,6494.0,3.0,3.0,2,8.0,Moderately Old,4089.53,0.0,0.0,0.0,1.0,0.0,2.0,8.0,"28.3733° N, 76.9729° E",28.3733,76.9729
2618,flat,global hill view,sector 11,0.36,5150.0,2.0,2.0,0,15.0,Relatively New,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4531° N, 77.0202° E",28.4531,77.0202
2619,flat,housing apna enclave,sector 4,0.39,4105.0,2.0,2.0,1,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2620,house,independent,sector 7,0.45,5000.0,3.0,2.0,0,1.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2621,house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8.0,8.0,3,3.0,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2622,house,independent,sector 11,0.9,10000.0,2.0,4.0,3+,4.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4531° N, 77.0202° E",28.4531,77.0202
2623,flat,ss the leaf,sector 85,1.3,7927.0,2.0,2.0,2,17.0,New Property,1484.16,0.0,0.0,0.0,0.0,0.0,0.0,90.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2624,flat,dlf new town heights,sector 90,2.0,7334.0,4.0,4.0,3+,20.0,Moderately Old,2467.87,0.0,1.0,0.0,0.0,1.0,0.0,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2625,flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3+,13.0,Relatively New,2628.96,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4225° N, 77.0211° E",28.4225,77.0211
2626,flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,6.0,Relatively New,543.33,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2627,house,eldeco mansionz,sector 48,4.75,20299.0,7.0,7.0,3,2.0,Moderately Old,2340.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2628,flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,2,2.0,Relatively New,904.98,0.0,0.0,0.0,0.0,1.0,0.0,72.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2629,flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,2.0,New Property,1581.11,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2630,flat,experion windchants,sector 112,2.5,13889.0,2.0,2.0,3,10.0,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2631,flat,vatika xpressions,sector 88,0.92,6815.0,2.0,2.0,3,3.0,New Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"28.4220° N, 76.9571° E",28.422,76.9571
2632,house,independent,sector 12,2.9,10741.0,7.0,7.0,3,2.0,Old Property,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4723° N, 77.0320° E",28.4723,77.032
2633,flat,m3m sierra 68,sector 68,1.25,10246.0,2.0,2.0,3,4.0,New Property,1875.18,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.3853° N, 77.0484° E",28.3853,77.0484
2634,flat,conscient heritage max,sector 102,2.1,9772.0,3.0,4.0,3+,10.0,Relatively New,1944.8,1.0,1.0,0.0,0.0,0.0,0.0,53.0,"28.4750° N, 76.9715° E",28.475,76.9715
2635,house,independent,sector 23,5.65,17706.0,7.0,7.0,3+,2.0,Moderately Old,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,68.0,"28.5121° N, 77.0478° E",28.5121,77.0478
2636,flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2637,flat,emaar gurgaon greens,sector 102,1.3,7879.0,3.0,3.0,3,4.0,Relatively New,2629.41,0.0,1.0,0.0,0.0,0.0,1.0,125.0,"28.4750° N, 76.9715° E",28.475,76.9715
2638,flat,dlf new town heights,sector 90,1.2,6218.0,3.0,3.0,3+,15.0,Relatively New,1746.61,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2639,flat,global hill view,sector 11,0.33,4269.0,2.0,2.0,0,11.0,Relatively New,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4531° N, 77.0202° E",28.4531,77.0202
2640,flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3.0,3.0,2,1.0,Relatively New,1294.12,0.0,0.0,0.0,0.0,0.0,1.0,151.0,"28.4484° N, 77.0210° E",28.4484,77.021
2641,flat,corona optus,sector 37,1.2,6916.0,3.0,4.0,3,8.0,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2642,flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,4.0,Old Property,1737.56,0.0,1.0,0.0,0.0,0.0,0.0,84.0,"28.5095° N, 77.0320° E",28.5095,77.032
2643,flat,ss the leaf,sector 85,1.04,8320.0,2.0,2.0,3,17.0,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2644,house,emaar mgf marbella,sector 66,11.0,33951.0,5.0,6.0,3+,2.0,New Property,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,153.0,"28.3925° N, 77.0541° E",28.3925,77.0541
2645,flat,ansal plaza,sector 2,1.0,10000.0,2.0,3.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
2646,flat,sonata group housing gh 24,manesar,1.65,5893.0,4.0,3.0,3,8.0,New Property,3111.11,0.0,1.0,0.0,0.0,0.0,0.0,20.0,"28.3515° N, 76.9428° E",28.3515,76.9428
2647,flat,emaar imperial gardens,sector 102,1.91,9550.0,3.0,4.0,2,17.0,Relatively New,3174.59,1.0,1.0,0.0,0.0,0.0,1.0,152.0,"28.4750° N, 76.9715° E",28.475,76.9715
2648,flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2.0,2,8.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.5095° N, 77.0320° E",28.5095,77.032
2649,house,unitech deerwood chase,sector 50,8.45,26153.0,3.0,3.0,2,2.0,Old Property,3231.0,1.0,1.0,0.0,0.0,0.0,1.0,102.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2650,flat,paras dews,sector 106,1.4,6001.0,3.0,4.0,3+,12.0,Under Construction,1592.76,1.0,1.0,0.0,0.0,1.0,0.0,55.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2651,flat,dlf regency park,sector 28,1.35,11739.0,2.0,2.0,2,14.0,Old Property,1120.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,"28.4728° N, 77.0865° E",28.4728,77.0865
2652,flat,piedmont taksila heights,sector 37,1.0,6506.0,3.0,3.0,3+,8.0,Relatively New,1707.78,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2653,house,signature global city,sector 37d,1.27,8089.0,3.0,3.0,3,4.0,Under Construction,1570.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2654,flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2.0,2.0,2,3.0,New Property,833.33,0.0,0.0,0.0,0.0,0.0,1.0,13.0,"28.4484° N, 77.0210° E",28.4484,77.021
2655,flat,vatika lifestyle homes,sector 83,1.04,5699.0,3.0,2.0,2,2.0,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2656,flat,umang monsoon breeze,sector 78,0.95,5491.0,3.0,3.0,2,9.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,"28.3733° N, 76.9729° E",28.3733,76.9729
2657,house,independent,sector 12,1.7,8000.0,5.0,5.0,3,3.0,Moderately Old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,"28.4723° N, 77.0320° E",28.4723,77.032
2658,flat,ireo victory valley,sector 67,3.15,12847.0,3.0,4.0,3+,15.0,Relatively New,2219.0,0.0,1.0,0.0,1.0,0.0,1.0,149.0,"28.3859° N, 77.0608° E",28.3859,77.0608
2659,flat,chintels paradiso,sector 109,1.97,7490.0,4.0,4.0,2,11.0,Relatively New,2380.09,0.0,1.0,0.0,1.0,0.0,0.0,49.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2660,flat,m3m the marina,sector 68,1.32,8759.0,2.0,2.0,3,15.0,Relatively New,1363.8,1.0,0.0,0.0,0.0,0.0,0.0,120.0,"28.3853° N, 77.0484° E",28.3853,77.0484
2661,flat,bestech park view residency,sector 2,1.36,7645.0,3.0,3.0,3+,5.0,Moderately Old,1610.86,0.0,0.0,0.0,0.0,0.0,0.0,84.0,"28.5095° N, 77.0320° E",28.5095,77.032
2662,flat,puri emerald bay,sector 104,1.58,9117.0,2.0,3.0,3,11.0,Relatively New,1538.46,0.0,1.0,0.0,0.0,0.0,0.0,101.0,"28.4788° N, 76.9960° E",28.4788,76.996
2663,house,independent,sector 3,0.6,6000.0,1.0,1.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
2664,house,independent,sector 57,3.3,19097.0,4.0,4.0,2,3.0,Moderately Old,1728.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,"28.4232° N, 77.0752° E",28.4232,77.0752
2665,flat,vatika gurgaon,sector 83,0.87,6988.0,2.0,2.0,2,3.0,Moderately Old,1126.7,0.0,0.0,0.0,0.0,0.0,0.0,35.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2666,flat,signature global synera,sector 81,0.4,6319.0,2.0,2.0,1,12.0,Relatively New,1171.74,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2667,flat,m3m woodshire,sector 107,1.45,6141.0,3.0,4.0,3+,7.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2668,flat,paras dews,sector 106,1.34,9551.0,4.0,5.0,3+,7.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2669,flat,bestech park view ananda,sector 81,1.4,7735.0,3.0,3.0,3+,6.0,Relatively New,2949.12,0.0,0.0,0.0,0.0,0.0,0.0,95.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2670,house,independent,sector 50,7.0,23333.0,4.0,4.0,2,3.0,Old Property,3400.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2671,house,independent,sector 14,5.5,16975.0,5.0,4.0,2,2.0,Old Property,3240.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,"28.4711° N, 77.0454° E",28.4711,77.0454
2672,flat,m3m heights,sector 65,1.95,15997.0,2.0,2.0,3,16.0,Under Construction,1141.18,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.4030° N, 77.0690° E",28.403,77.069
2673,flat,emaar gurgaon greens,sector 102,1.45,14174.0,3.0,3.0,3,10.0,Relatively New,2629.41,0.0,1.0,0.0,0.0,0.0,0.0,165.0,"28.4750° N, 76.9715° E",28.475,76.9715
2674,flat,vasant appartments,sector 14,1.7,7391.0,5.0,5.0,2,2.0,Old Property,2555.56,1.0,0.0,1.0,1.0,0.0,2.0,71.0,"28.4711° N, 77.0454° E",28.4711,77.0454
2675,house,dlf city plots phase 2,sector 25,6.5,33592.0,3.0,9.0,3+,3.0,Old Property,1935.0,1.0,1.0,1.0,1.0,0.0,1.0,142.0,"28.4844° N, 77.0860° E",28.4844,77.086
2676,flat,tulip violet,sector 69,1.37,8676.0,3.0,3.0,1,12.0,Relatively New,3136.94,0.0,0.0,0.0,1.0,0.0,0.0,95.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2677,house,independent,sector 25,16.0,26667.0,6.0,5.0,2,3.0,Relatively New,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
2678,flat,ashiana apartment,sector 23,0.16,2051.0,2.0,2.0,2,1.0,Moderately Old,705.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5121° N, 77.0478° E",28.5121,77.0478
2679,flat,indiabulls enigma,sector 110,4.49,11572.0,5.0,5.0,3+,4.0,Relatively New,3511.31,0.0,1.0,0.0,0.0,0.0,0.0,165.0,"28.5145° N, 77.0197° E",28.5145,77.0197
2680,flat,bestech park view residency,sector 2,0.98,6960.0,2.0,2.0,3,0.0,Moderately Old,1280.54,0.0,0.0,0.0,0.0,0.0,0.0,85.0,"28.5095° N, 77.0320° E",28.5095,77.032
2681,flat,ild grand,sector 37,0.66,5038.0,2.0,2.0,3+,14.0,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2682,flat,dlf new town heights,sector 90,1.8,6601.0,4.0,4.0,3+,23.0,Moderately Old,2467.87,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2683,house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3.0,3.0,3+,4.0,New Property,2700.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2684,house,international city by sobha phase 2,sector 109,12.5,26670.0,5.0,6.0,3,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2685,flat,apex our homes,sector 37,0.33,3568.0,2.0,2.0,1,3.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2686,house,independent,sector 43,1.9,3909.0,3.0,3.0,3+,3.0,Old Property,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2687,house,independent,sector 57,8.31,24171.0,5.0,6.0,3+,4.0,Old Property,3438.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0,"28.4232° N, 77.0752° E",28.4232,77.0752
2688,flat,spaze privvy the address,sector 93,1.45,8033.0,3.0,4.0,2,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,"28.4153° N, 76.9326° E",28.4153,76.9326
2689,flat,birla navya,sector 63a,3.3,15349.0,3.0,3.0,3,4.0,Under Construction,3279.03,0.0,1.0,0.0,0.0,0.0,0.0,52.0,"28.3923° N, 77.0888° E",28.3923,77.0888
2690,flat,sare petioles,sector 92,1.3,6373.0,4.0,4.0,0,7.0,Relatively New,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2691,flat,ramprasta awho,sector 95,0.92,5257.0,3.0,3.0,3+,13.0,New Property,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2692,flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3.0,2,2.0,Old Property,2801.91,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"28.4604° N, 77.0579° E",28.4604,77.0579
2693,flat,apna enclave,sector 3,0.5,7692.0,2.0,2.0,1,1.0,Old Property,722.22,0.0,0.0,0.0,0.0,0.0,1.0,37.0,"28.4909° N, 77.0176° E",28.4909,77.0176
2694,house,independent,sector 25,4.35,32222.0,5.0,4.0,3,3.0,Old Property,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4844° N, 77.0860° E",28.4844,77.086
2695,flat,m3m golfestate,sector 65,5.3,24212.0,3.0,3.0,3,38.0,Moderately Old,5011.41,0.0,1.0,0.0,0.0,0.0,2.0,49.0,"28.4030° N, 77.0690° E",28.403,77.069
2696,house,independent,sector 7,0.27,12000.0,2.0,2.0,1,2.0,Moderately Old,225.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2697,flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7.0,New Property,556.67,1.0,1.0,0.0,1.0,1.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2698,flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3.0,2,4.0,Relatively New,2130.0,0.0,1.0,0.0,0.0,0.0,2.0,82.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2699,flat,tulip violet,sector 69,1.55,9823.0,3.0,3.0,2,9.0,Relatively New,1428.05,0.0,0.0,0.0,1.0,0.0,1.0,165.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2700,flat,baani city center,sector 63,0.88,10945.0,1.0,1.0,2,4.0,New Property,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3971° N, 77.0867° E",28.3971,77.0867
2701,flat,godrej,sector 79,1.33,8531.0,2.0,2.0,3,6.0,Relatively New,1410.86,1.0,0.0,0.0,0.0,0.0,0.0,158.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2702,flat,godrej,sector 79,1.34,8524.0,2.0,2.0,3,2.0,Relatively New,1422.62,1.0,0.0,0.0,0.0,0.0,0.0,158.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2703,house,independent,sector 43,8.25,30556.0,5.0,6.0,3+,3.0,Moderately Old,2700.0,1.0,1.0,1.0,1.0,0.0,1.0,64.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2704,flat,shri banke bihari society,sector 56,1.35,9643.0,3.0,3.0,3+,4.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2705,flat,dlf the primus,sector 82a,2.95,11452.0,4.0,5.0,3+,10.0,Relatively New,4220.11,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.3858° N, 76.9686° E",28.3858,76.9686
2706,flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,4.0,3+,10.0,Moderately Old,3832.23,0.0,1.0,0.0,0.0,0.0,0.0,103.0,"28.4276° N, 77.0492° E",28.4276,77.0492
2707,flat,vatika gurgaon,sector 83,1.08,6225.0,3.0,3.0,2,11.0,Relatively New,1570.14,0.0,0.0,0.0,0.0,1.0,0.0,19.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2708,flat,mapsko casa bella,sector 82,3.0,6134.0,4.0,6.0,3+,25.0,Relatively New,4425.34,0.0,1.0,0.0,1.0,0.0,1.0,119.0,"28.3935° N, 76.9600° E",28.3935,76.96
